filename,ID,Item Name,Name,Population,Type,Voxel Count,Volume (µm³),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))",Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Number of contained Mito,Compartment ROIs ID,Min (roGFP 470),Max (roGFP 470),Mean (roGFP 470),Sum (roGFP 470),Standard Deviation (roGFP 470)
PSY106 clump 36C 14 02 m-25.csv,52,PSY106 clump 36C 14,Mito 51,Mito,Object,NA,0.0703,NA,NA,NA,NA,NA,442.13,766.75,612.15,36116.56,77.9,NA,NA,NA,NA,NA,20.34,15.88,3.92,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 02 m-35.csv,1,PSY106 clump 36C 14,ROIs 1,ROIs,Object,NA,228.04,240,1745,429.9,82334241,128.05,254.51,3269.63,582.75,112000000,118.51,4.73,16552.52,454.66,87076304,655.43,NA,NA,NA,3,NA,429,853,581.86,111000000,43.43
PSY106 clump 36C 14 02 m-35.csv,24,PSY106 clump 36C 14,Mito 23,Mito,Object,NA,1.51,NA,NA,NA,NA,NA,369.78,1463.07,807.04,1020099.44,183.59,NA,NA,NA,NA,NA,14.87,17.13,2.82,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 02 m-35.csv,31,PSY106 clump 36C 14,Mito 30,Mito,Object,NA,3.27,NA,NA,NA,NA,NA,367.41,3269.63,804.02,2205440.5,241.5,NA,NA,NA,NA,NA,19.92,17.15,2.34,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 02 m-35.csv,48,PSY106 clump 36C 14,Mito 47,Mito,Object,NA,0.081,NA,NA,NA,NA,NA,442.13,796.67,624.03,42433.95,81.52,NA,NA,NA,NA,NA,20.34,15.86,3.9,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 02 m-50.csv,1,PSY106 clump 36C 14,ROIs 1,ROIs,Object,NA,228.04,240,1745,429.9,82334241,128.05,254.51,3269.63,582.75,112000000,118.51,4.73,16552.52,454.66,87076304,655.43,NA,NA,NA,3,NA,429,853,581.86,111000000,43.43
PSY106 clump 36C 14 02 m-50.csv,20,PSY106 clump 36C 14,Mito 19,Mito,Object,NA,1.85,NA,NA,NA,NA,NA,369.78,1463.07,794.27,1232712.88,186.47,NA,NA,NA,NA,NA,14.86,17.12,2.82,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 02 m-50.csv,29,PSY106 clump 36C 14,Mito 28,Mito,Object,NA,4.35,NA,NA,NA,NA,NA,352.48,3269.63,786.5,2876212.5,233.19,NA,NA,NA,NA,NA,19.89,17.13,2.32,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 02 m-50.csv,43,PSY106 clump 36C 14,Mito 42,Mito,Object,NA,0.124,NA,NA,NA,NA,NA,427.71,796.67,605.62,62984.07,88.05,NA,NA,NA,NA,NA,20.34,15.87,3.97,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 03 m-25.csv,1,PSY106 clump 36C 14,ROIs 1,ROIs,Object,NA,223.57,253,1877,483.21,90728907,131.74,252.38,1616.34,590.76,111000000,113.95,1e-6,26527.89,500.54,93981096,633.6,NA,NA,NA,7,NA,408,797,591.62,111000000,43.39
PSY106 clump 36C 14 03 m-25.csv,8,PSY106 clump 36C 14,Mito 7,Mito,Object,NA,0.0464,NA,NA,NA,NA,NA,659.61,786.84,725.31,28287.28,32.03,NA,NA,NA,NA,NA,23.54,56.76,0.892,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 03 m-25.csv,9,PSY106 clump 36C 14,Mito 8,Mito,Object,NA,0.0131,NA,NA,NA,NA,NA,575.88,675.79,622.95,6852.42,30.44,NA,NA,NA,NA,NA,21.87,56.78,0.764,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 03 m-25.csv,10,PSY106 clump 36C 14,Mito 9,Mito,Object,NA,0.52,NA,NA,NA,NA,NA,338.07,1077.58,751.81,328542.19,125.42,NA,NA,NA,NA,NA,25.02,57.45,1.86,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 03 m-25.csv,11,PSY106 clump 36C 14,Mito 10,Mito,Object,NA,0.0512,NA,NA,NA,NA,NA,494.44,827.97,651.75,28025.07,83.71,NA,NA,NA,NA,NA,21.77,57.48,0.893,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 03 m-25.csv,15,PSY106 clump 36C 14,Mito 14,Mito,Object,NA,0.205,NA,NA,NA,NA,NA,644.13,1078.78,846.7,145633.11,96.74,NA,NA,NA,NA,NA,22.62,59.55,1.39,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 03 m-25.csv,21,PSY106 clump 36C 14,Mito 20,Mito,Object,NA,2.45,NA,NA,NA,NA,NA,407.84,1616.34,820.26,1684822.13,189.48,NA,NA,NA,NA,NA,21.87,56.56,2.09,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 03 m-25.csv,51,PSY106 clump 36C 14,Mito 50,Mito,Object,NA,0.356,NA,NA,NA,NA,NA,435.69,1333.11,701.33,209696.27,187.26,NA,NA,NA,NA,NA,22.88,56.99,3.88,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 03 m-35.csv,1,PSY106 clump 36C 14,ROIs 1,ROIs,Object,NA,223.57,253,1877,483.21,90728907,131.74,252.38,1616.34,590.76,111000000,113.95,1e-6,26527.89,500.54,93981096,633.6,NA,NA,NA,7,NA,408,797,591.62,111000000,43.39
PSY106 clump 36C 14 03 m-35.csv,6,PSY106 clump 36C 14,Mito 5,Mito,Object,NA,0.0286,NA,NA,NA,NA,NA,575.88,700.6,630.52,15132.54,36.41,NA,NA,NA,NA,NA,21.87,56.79,0.763,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 03 m-35.csv,7,PSY106 clump 36C 14,Mito 6,Mito,Object,NA,0.719,NA,NA,NA,NA,NA,338.07,1077.58,751.12,453673.53,120.34,NA,NA,NA,NA,NA,24.83,57.35,1.73,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 03 m-35.csv,8,PSY106 clump 36C 14,Mito 7,Mito,Object,NA,0.0119,NA,NA,NA,NA,NA,623.6,748.56,692.53,6925.26,43.85,NA,NA,NA,NA,NA,23.01,57.32,0.78,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 03 m-35.csv,9,PSY106 clump 36C 14,Mito 8,Mito,Object,NA,0.0667,NA,NA,NA,NA,NA,494.44,862.96,662.18,37082.02,90,NA,NA,NA,NA,NA,21.77,57.47,0.9,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 03 m-35.csv,13,PSY106 clump 36C 14,Mito 12,Mito,Object,NA,0.251,NA,NA,NA,NA,NA,619.24,1078.78,837.59,176731.25,97.83,NA,NA,NA,NA,NA,22.63,59.54,1.39,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 03 m-35.csv,16,PSY106 clump 36C 14,Mito 15,Mito,Object,NA,2.89,NA,NA,NA,NA,NA,403.91,1616.34,813.7,1975673.5,188.78,NA,NA,NA,NA,NA,21.87,56.56,2.09,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 03 m-35.csv,47,PSY106 clump 36C 14,Mito 46,Mito,Object,NA,0.423,NA,NA,NA,NA,NA,368.61,1333.11,686.97,243873.45,182.2,NA,NA,NA,NA,NA,22.88,56.98,3.86,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 03 m-50.csv,1,PSY106 clump 36C 14,ROIs 1,ROIs,Object,NA,223.57,253,1877,483.21,90728907,131.74,252.38,1616.34,590.76,111000000,113.95,1e-6,26527.89,500.54,93981096,633.6,NA,NA,NA,4,NA,408,797,591.62,111000000,43.39
PSY106 clump 36C 14 03 m-50.csv,5,PSY106 clump 36C 14,Mito 4,Mito,Object,NA,1.36,NA,NA,NA,NA,NA,338.07,1077.58,732.85,833981.81,112.43,NA,NA,NA,NA,NA,24.24,57.33,1.49,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 03 m-50.csv,9,PSY106 clump 36C 14,Mito 8,Mito,Object,NA,0.357,NA,NA,NA,NA,NA,602.97,1078.78,819.73,245917.66,97.86,NA,NA,NA,NA,NA,22.63,59.54,1.43,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 03 m-50.csv,18,PSY106 clump 36C 14,Mito 17,Mito,Object,NA,3.87,NA,NA,NA,NA,NA,403.91,1616.34,796.5,2586242.25,184.21,NA,NA,NA,NA,NA,21.84,56.57,2.03,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 03 m-50.csv,42,PSY106 clump 36C 14,Mito 41,Mito,Object,NA,0.563,NA,NA,NA,NA,NA,368.61,1358.75,679.26,321289.69,195.66,NA,NA,NA,NA,NA,22.88,56.99,3.84,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 04 m-25.csv,1,PSY106 clump 36C 14,ROIs 1,ROIs,Object,NA,137.83,243,2099,507.41,58733524,192.11,251.56,1736.66,577.32,66826252,115.06,1e-6,19865.27,545.01,63085532,904.29,NA,NA,NA,1,NA,428,842,579.18,67040838,45.82
PSY106 clump 36C 14 04 m-25.csv,38,PSY106 clump 36C 14,Mito 37,Mito,Object,NA,3.37,NA,NA,NA,NA,NA,335.24,1513.25,761.18,2154906,192.26,NA,NA,NA,NA,NA,26.75,55.06,2.41,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 04 m-35.csv,1,PSY106 clump 36C 14,ROIs 1,ROIs,Object,NA,137.83,243,2099,507.41,58733524,192.11,251.56,1736.66,577.32,66826252,115.06,1e-6,19865.27,545.01,63085532,904.29,NA,NA,NA,1,NA,428,842,579.18,67040838,45.82
PSY106 clump 36C 14 04 m-35.csv,35,PSY106 clump 36C 14,Mito 34,Mito,Object,NA,3.9,NA,NA,NA,NA,NA,335.24,1513.25,752.41,2464129.25,189.69,NA,NA,NA,NA,NA,26.76,55.06,2.37,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 04 m-50.csv,1,PSY106 clump 36C 14,ROIs 1,ROIs,Object,NA,137.83,243,2099,507.41,58733524,192.11,251.56,1736.66,577.32,66826252,115.06,1e-6,19865.27,545.01,63085532,904.29,NA,NA,NA,1,NA,428,842,579.18,67040838,45.82
PSY106 clump 36C 14 04 m-50.csv,24,PSY106 clump 36C 14,Mito 23,Mito,Object,NA,5.09,NA,NA,NA,NA,NA,318.59,1513.25,735.99,3147823.5,187.66,NA,NA,NA,NA,NA,26.78,55.05,2.32,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 05 m-25.csv,1,PSY106 clump 36C 14,ROIs 1,ROIs,Object,NA,217.09,244,1568,448.23,81722478,118.56,266.79,1761.52,602.77,110000000,121.89,6.99,18051.06,481.04,87704568,711.52,NA,NA,NA,7,NA,410,793,598.05,109000000,46.55
PSY106 clump 36C 14 05 m-25.csv,6,PSY106 clump 36C 14,Mito 5,Mito,Object,NA,0.232,NA,NA,NA,NA,NA,513.65,896.9,702.86,137058.11,87.21,NA,NA,NA,NA,NA,52.57,54.62,1.24,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 05 m-25.csv,7,PSY106 clump 36C 14,Mito 6,Mito,Object,NA,0.0988,NA,NA,NA,NA,NA,541.86,777.21,678.86,56345.5,57.47,NA,NA,NA,NA,NA,53.36,54.99,1.03,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 05 m-25.csv,14,PSY106 clump 36C 14,Mito 13,Mito,Object,NA,0.255,NA,NA,NA,NA,NA,543.54,946.71,739.94,158347.27,96.98,NA,NA,NA,NA,NA,55.12,54.52,1.2,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 05 m-25.csv,29,PSY106 clump 36C 14,Mito 28,Mito,Object,NA,0.149,NA,NA,NA,NA,NA,536.79,1186.39,763.02,95377.2,142.17,NA,NA,NA,NA,NA,55.56,52.12,2.26,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 05 m-25.csv,30,PSY106 clump 36C 14,Mito 29,Mito,Object,NA,0.924,NA,NA,NA,NA,NA,421.99,1568.14,781.1,606132.38,173.35,NA,NA,NA,NA,NA,57.06,51.15,2.22,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 05 m-25.csv,46,PSY106 clump 36C 14,Mito 45,Mito,Object,NA,1.27,NA,NA,NA,NA,NA,392.68,1352.36,725.24,770926.63,164.21,NA,NA,NA,NA,NA,52.77,53.08,3.25,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 05 m-25.csv,50,PSY106 clump 36C 14,Mito 49,Mito,Object,NA,1.26,NA,NA,NA,NA,NA,402.41,1534.61,775.66,822980.06,202.53,NA,NA,NA,NA,NA,54.79,54.99,3.39,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 05 m-35.csv,1,PSY106 clump 36C 14,ROIs 1,ROIs,Object,NA,217.09,244,1568,448.23,81722478,118.56,266.79,1761.52,602.77,110000000,121.89,6.99,18051.06,481.04,87704568,711.52,NA,NA,NA,6,NA,410,793,598.05,109000000,46.55
PSY106 clump 36C 14 05 m-35.csv,5,PSY106 clump 36C 14,Mito 4,Mito,Object,NA,0.369,NA,NA,NA,NA,NA,543.54,1105.05,740.03,229408.42,95.4,NA,NA,NA,NA,NA,55.13,54.54,1.21,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 05 m-35.csv,12,PSY106 clump 36C 14,Mito 11,Mito,Object,NA,0.454,NA,NA,NA,NA,NA,493.24,904.35,692.09,263685.44,83.34,NA,NA,NA,NA,NA,52.8,54.72,1.16,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 05 m-35.csv,26,PSY106 clump 36C 14,Mito 25,Mito,Object,NA,0.174,NA,NA,NA,NA,NA,526.36,1186.39,757.65,110617.05,140.85,NA,NA,NA,NA,NA,55.56,52.1,2.28,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 05 m-35.csv,34,PSY106 clump 36C 14,Mito 33,Mito,Object,NA,1.07,NA,NA,NA,NA,NA,421.99,1568.14,774.13,693621.94,174.94,NA,NA,NA,NA,NA,57.06,51.15,2.22,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 05 m-35.csv,41,PSY106 clump 36C 14,Mito 40,Mito,Object,NA,1.46,NA,NA,NA,NA,NA,392.68,1352.36,720.94,886750.69,164.02,NA,NA,NA,NA,NA,52.78,53.09,3.24,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 05 m-35.csv,42,PSY106 clump 36C 14,Mito 41,Mito,Object,NA,1.4,NA,NA,NA,NA,NA,388.46,1661.53,770.22,906547.5,203.07,NA,NA,NA,NA,NA,54.79,54.99,3.4,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 05 m-50.csv,1,PSY106 clump 36C 14,ROIs 1,ROIs,Object,NA,217.09,244,1568,448.23,81722478,118.56,266.79,1761.52,602.77,110000000,121.89,6.99,18051.06,481.04,87704568,711.52,NA,NA,NA,8,NA,410,793,598.05,109000000,46.55
PSY106 clump 36C 14 05 m-50.csv,4,PSY106 clump 36C 14,Mito 3,Mito,Object,NA,0.779,NA,NA,NA,NA,NA,488.2,986.28,693.29,453413.81,89.83,NA,NA,NA,NA,NA,52.83,54.71,1.22,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 05 m-50.csv,12,PSY106 clump 36C 14,Mito 11,Mito,Object,NA,0.562,NA,NA,NA,NA,NA,543.54,1215.96,744.79,351542.03,101.75,NA,NA,NA,NA,NA,55.14,54.52,1.23,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 05 m-50.csv,17,PSY106 clump 36C 14,Mito 16,Mito,Object,NA,0.216,NA,NA,NA,NA,NA,491.85,1186.39,744.53,134760.75,142.13,NA,NA,NA,NA,NA,55.56,52.1,2.3,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 05 m-50.csv,22,PSY106 clump 36C 14,Mito 21,Mito,Object,NA,1.89,NA,NA,NA,NA,NA,392.68,1352.36,716.09,1134997.88,166.99,NA,NA,NA,NA,NA,52.79,53.08,3.22,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 05 m-50.csv,23,PSY106 clump 36C 14,Mito 22,Mito,Object,NA,1.33,NA,NA,NA,NA,NA,411.81,1612.77,765.33,856404.38,185.21,NA,NA,NA,NA,NA,57.05,51.14,2.23,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 05 m-50.csv,25,PSY106 clump 36C 14,Mito 24,Mito,Object,NA,0.0143,NA,NA,NA,NA,NA,615.85,966.52,764.95,9179.35,128.69,NA,NA,NA,NA,NA,55.27,54.29,2.1,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 05 m-50.csv,34,PSY106 clump 36C 14,Mito 33,Mito,Object,NA,0.0274,NA,NA,NA,NA,NA,714.39,917.2,796.64,18322.79,46.81,NA,NA,NA,NA,NA,54.69,54.82,2.4,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 05 m-50.csv,39,PSY106 clump 36C 14,Mito 38,Mito,Object,NA,1.75,NA,NA,NA,NA,NA,388.46,1761.52,751.23,1103551,205.88,NA,NA,NA,NA,NA,54.78,55,3.42,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 06 m-25.csv,1,PSY106 clump 36C 14,ROIs 1,ROIs,Object,NA,308.98,263,2286,503.04,131000000,150.97,258.47,3230.04,597.93,155000000,122.16,15.01,24218.33,538.35,140000000,847.89,NA,NA,NA,9,NA,433,895,595.86,155000000,44.95
PSY106 clump 36C 14 06 m-25.csv,2,PSY106 clump 36C 14,Mito 1,Mito,Object,NA,0.0893,NA,NA,NA,NA,NA,603.96,904.42,727.08,54531,53.55,NA,NA,NA,NA,NA,45.21,42.88,0.884,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 06 m-25.csv,3,PSY106 clump 36C 14,Mito 2,Mito,Object,NA,0.223,NA,NA,NA,NA,NA,571.7,1028.34,770.05,143998.47,84.32,NA,NA,NA,NA,NA,46.62,42.9,1.29,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 06 m-25.csv,4,PSY106 clump 36C 14,Mito 3,Mito,Object,NA,0.152,NA,NA,NA,NA,NA,606.03,1169.59,857.49,109758.86,121.98,NA,NA,NA,NA,NA,46.6,44.03,1.24,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 06 m-25.csv,5,PSY106 clump 36C 14,Mito 4,Mito,Object,NA,0.336,NA,NA,NA,NA,NA,504.65,874.78,680.33,191852,70.13,NA,NA,NA,NA,NA,45.88,44.51,1.09,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 06 m-25.csv,37,PSY106 clump 36C 14,Mito 36,Mito,Object,NA,1.71,NA,NA,NA,NA,NA,434.95,1479.12,791.57,1136687.5,180.8,NA,NA,NA,NA,NA,50.36,44.02,2.87,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 06 m-25.csv,44,PSY106 clump 36C 14,Mito 43,Mito,Object,NA,1.21,NA,NA,NA,NA,NA,509.09,1406.71,876.9,890058.19,148.06,NA,NA,NA,NA,NA,49.38,45.46,2.28,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 06 m-25.csv,45,PSY106 clump 36C 14,Mito 44,Mito,Object,NA,3.3,NA,NA,NA,NA,NA,355.81,1487.73,716.84,1986352.75,186.08,NA,NA,NA,NA,NA,43.3,43.17,2.94,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 06 m-25.csv,49,PSY106 clump 36C 14,Mito 48,Mito,Object,NA,0.28,NA,NA,NA,NA,NA,345.66,1170.82,636.18,149502.52,169.04,NA,NA,NA,NA,NA,45.7,45.23,3.45,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 06 m-25.csv,53,PSY106 clump 36C 14,Mito 52,Mito,Object,NA,0.324,NA,NA,NA,NA,NA,391.18,1134.78,606.96,165092.19,131.14,NA,NA,NA,NA,NA,45.18,43.69,3.91,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 06 m-35.csv,1,PSY106 clump 36C 14,ROIs 1,ROIs,Object,NA,308.98,263,2286,503.04,131000000,150.97,258.47,3230.04,597.93,155000000,122.16,15.01,24218.33,538.35,140000000,847.89,NA,NA,NA,8,NA,433,895,595.86,155000000,44.95
PSY106 clump 36C 14 06 m-35.csv,2,PSY106 clump 36C 14,Mito 1,Mito,Object,NA,0.126,NA,NA,NA,NA,NA,603.96,904.42,729.11,77285.45,57.51,NA,NA,NA,NA,NA,45.26,42.89,0.9,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 06 m-35.csv,3,PSY106 clump 36C 14,Mito 2,Mito,Object,NA,0.541,NA,NA,NA,NA,NA,571.7,1169.59,790.57,358920,106.56,NA,NA,NA,NA,NA,46.56,43.36,1.25,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 06 m-35.csv,4,PSY106 clump 36C 14,Mito 3,Mito,Object,NA,0.418,NA,NA,NA,NA,NA,490.92,874.78,676.5,237449.83,69.81,NA,NA,NA,NA,NA,45.87,44.46,1.07,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 06 m-35.csv,32,PSY106 clump 36C 14,Mito 31,Mito,Object,NA,1.97,NA,NA,NA,NA,NA,413.75,1554.84,786.32,1302153,180.96,NA,NA,NA,NA,NA,50.35,44.02,2.86,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 06 m-35.csv,33,PSY106 clump 36C 14,Mito 32,Mito,Object,NA,1.42,NA,NA,NA,NA,NA,509.09,1456.77,872.55,1043567.75,150.21,NA,NA,NA,NA,NA,49.38,45.46,2.29,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 06 m-35.csv,40,PSY106 clump 36C 14,Mito 39,Mito,Object,NA,3.71,NA,NA,NA,NA,NA,355.81,1487.73,714.04,2223529.25,185.99,NA,NA,NA,NA,NA,43.3,43.16,2.94,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 06 m-35.csv,46,PSY106 clump 36C 14,Mito 45,Mito,Object,NA,0.313,NA,NA,NA,NA,NA,345.66,1196.54,634.96,166993.42,175.14,NA,NA,NA,NA,NA,45.71,45.23,3.46,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 06 m-35.csv,49,PSY106 clump 36C 14,Mito 48,Mito,Object,NA,0.364,NA,NA,NA,NA,NA,391.18,1134.78,603.66,184718.92,128.06,NA,NA,NA,NA,NA,45.19,43.69,3.92,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 06 m-50.csv,1,PSY106 clump 36C 14,ROIs 1,ROIs,Object,NA,308.98,263,2286,503.04,131000000,150.97,258.47,3230.04,597.93,155000000,122.16,15.01,24218.33,538.35,140000000,847.89,NA,NA,NA,6,NA,433,895,595.86,155000000,44.95
PSY106 clump 36C 14 06 m-50.csv,3,PSY106 clump 36C 14,Mito 2,Mito,Object,NA,1.68,NA,NA,NA,NA,NA,490.92,1169.59,728.47,1024958.44,101.35,NA,NA,NA,NA,NA,46.13,43.7,1.14,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 06 m-50.csv,32,PSY106 clump 36C 14,Mito 31,Mito,Object,NA,2.56,NA,NA,NA,NA,NA,413.75,1554.84,777.91,1674066.25,183.36,NA,NA,NA,NA,NA,50.35,44.03,2.88,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 06 m-50.csv,33,PSY106 clump 36C 14,Mito 32,Mito,Object,NA,1.88,NA,NA,NA,NA,NA,505.73,1502.14,861.04,1361309.13,152.39,NA,NA,NA,NA,NA,49.35,45.45,2.31,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 06 m-50.csv,38,PSY106 clump 36C 14,Mito 37,Mito,Object,NA,0.398,NA,NA,NA,NA,NA,311.01,1201.05,631.96,211074.05,175,NA,NA,NA,NA,NA,45.72,45.22,3.43,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 06 m-50.csv,44,PSY106 clump 36C 14,Mito 43,Mito,Object,NA,0.445,NA,NA,NA,NA,NA,376.62,1134.78,597.61,223505.86,124.09,NA,NA,NA,NA,NA,45.21,43.69,3.95,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 06 m-50.csv,45,PSY106 clump 36C 14,Mito 44,Mito,Object,NA,4.63,NA,NA,NA,NA,NA,355.81,1556.72,705.57,2741149.5,185.09,NA,NA,NA,NA,NA,43.31,43.16,2.94,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 07 m-25.csv,1,PSY106 clump 36C 14,ROIs 1,ROIs,Object,NA,189.19,247,1809,442.16,70253166,127.31,264.87,1923.54,576.35,91574480,108.74,4.7,23419.02,472.65,75097744,668.27,NA,NA,NA,5,NA,436,747,571.98,90879897,40.08
PSY106 clump 36C 14 07 m-25.csv,13,PSY106 clump 36C 14,Mito 12,Mito,Object,NA,0.15,NA,NA,NA,NA,NA,612.74,927.13,767.85,96749.13,69.3,NA,NA,NA,NA,NA,36.79,28.71,1.52,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 07 m-25.csv,20,PSY106 clump 36C 14,Mito 19,Mito,Object,NA,0.61,NA,NA,NA,NA,NA,419.91,1478.7,815,417279.88,187.11,NA,NA,NA,NA,NA,38.44,23.44,2.07,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 07 m-25.csv,25,PSY106 clump 36C 14,Mito 24,Mito,Object,NA,1,NA,NA,NA,NA,NA,489.35,1275.84,833.19,699877.06,142.16,NA,NA,NA,NA,NA,37.83,28.65,2.07,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 07 m-25.csv,35,PSY106 clump 36C 14,Mito 34,Mito,Object,NA,0.561,NA,NA,NA,NA,NA,380.54,1734.67,740.95,348988.44,213.99,NA,NA,NA,NA,NA,37.82,23.77,3.26,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 07 m-25.csv,36,PSY106 clump 36C 14,Mito 35,Mito,Object,NA,0.903,NA,NA,NA,NA,NA,433.92,1497.44,797.34,604383.19,172.36,NA,NA,NA,NA,NA,37.85,25.6,2.49,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 07 m-35.csv,1,PSY106 clump 36C 14,ROIs 1,ROIs,Object,NA,189.19,247,1809,442.16,70253166,127.31,264.87,1923.54,576.35,91574480,108.74,4.7,23419.02,472.65,75097744,668.27,NA,NA,NA,4,NA,436,747,571.98,90879897,40.08
PSY106 clump 36C 14 07 m-35.csv,11,PSY106 clump 36C 14,Mito 10,Mito,Object,NA,0.193,NA,NA,NA,NA,NA,492.66,927.13,770.22,124774.97,75.67,NA,NA,NA,NA,NA,36.82,28.69,1.51,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 07 m-35.csv,21,PSY106 clump 36C 14,Mito 20,Mito,Object,NA,1.2,NA,NA,NA,NA,NA,489.35,1275.84,827.32,833108.25,143.55,NA,NA,NA,NA,NA,37.82,28.66,2.08,NA,1,NA,NA,NA,NA,NA
